event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR121663,30-Nov-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,,760,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Qebtan al Jabal,36.2637,36.9487,1,SHAAM,National,"On 30 November 2023, opposition repels shelled regime forces positions in Qebtan al Jabal town in Aleppo countryside with mortar shells. Casualties unknown.",0,,1701732579
IRQ50258,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Iraq),,5,Police Forces of Iraq (2022-),,1,15,,368,Middle East,Iraq,Thi Qar,Al Nasiriya,Markaz Al Nasiriya,Nassriya,31.058,46.2573,1,Al Mirbad,National,"On 30 November 2023, rioters opposed the arrest of an activist who toredown electoral posters in Nassriya city. The rioters set fire to tires. Police used live ammunition to disperse the riot. 1 rioter was injured. There were no fatalities.",0,crowd size=no report,1701732579
BOL5147,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Bolivia),Indigenous Group (Bolivia),6,,,0,60,,68,South America,Bolivia,Santa Cruz,Manuel Maria Caballero,Saipina,Oconi,-17.9784,-64.6844,1,El Deber,National,"On 30 November 2023, in Oconi (Santa Cruz), Indigenous residents of 11 communities of the Comarapa district blocked the entrance to the gas station as a demonstration to demand the protection of Amboro National Park and to remove the gas pipes installed in the sector that affects the water supply for the park.",0,crowd size=no report,1701732579
BOL5148,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Bolivia),Labor Group (Bolivia),5,Police Forces of Bolivia (2020-),,1,15,,68,South America,Bolivia,Chuquisaca,Oropeza,Sucre,Sucre,-19.0333,-65.2627,1,Correo del Sur,Subnational,"On 30 November 2023, in Sucre (Chuquisaca), taxi cab drivers blocked different sectors of the city as a demonstration to voice their grievances about the new cab fares implemented by the local government. The drivers were deflating tires and threw rocks at police officers in Juana Azurduy de Padilla avenue near the second bridge, in Ravelo bus stop and near the airport. They clashed with officers at the second bridge. A total of ten taxi cab drivers were arrested.",0,crowd size=no report,1701732579
PER9045,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Peru),Teachers (Peru),6,,,0,60,,604,South America,Peru,Lambayeque,Lambayeque,Lambayeque,Lambayeque,-6.7011,-79.9061,1,Diario Correo (Peru),National,"On 30 November 2023, in Lambayeque (Lambayeque), dozens of teachers of the Pedro Ruiz Gallo National University (UNPRG) blocked the North Pan American highway at the entrance of the city as a demonstration to demand the central government the leveling of salaries of all teachers.",0,crowd size=dozens,1701732579
PER9046,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Peru),Labor Group (Peru),6,,,0,60,,604,South America,Peru,Lambayeque,Chiclayo,Chiclayo,Chiclayo,-6.7714,-79.8409,1,Diario Correo (Peru),National,"On 30 November 2023, in Chiclayo (Lambayeque), close to 15 retired workers at the Provincial Government (MPCh) staged a demonstration outside the government offices to demand payment of the Service Time Compensation (CTS) bonus that had to pay more than two weeks before.",0,crowd size=close to 15,1701732579
PER9047,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Peru),,6,,,0,60,,604,South America,Peru,Arequipa,Castilla,Aplao,La Joya,-16.0479,-72.484,1,Diario Correo (Peru),National,"On 30 November 2023, in La Joya (Arequipa), at least 100 residents of Cristo Rey blocked the South Pan American highway as a demonstration against the Transport and Communication ministry and Provias Nacional institution to authorize the installation of speed reductors due to the amount of traffic accidents in their sector.",0,crowd size=at least 100,1701732579
BOL5155,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Bolivia),Labor Group (Bolivia),6,,,0,60,,68,South America,Bolivia,Santa Cruz,Andres Ibanez,Santa Cruz de la Sierra,Santa Cruz de la Sierra,-17.7863,-63.1812,1,El Deber,National,"On 30 November 2023, in Santa Cruz de la Sierra (Santa Cruz), for the second consecutive day, merchants at Mutualista market blocked the street around the market in an ongoing problem of relocation of merchants that were displaced by the reconstruction works of the market, that has caused them to place their shops on the parking grounds.",0,crowd size=no report,1701732579
COL24670,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,La Guajira,Riohacha,,Riohacha,11.5288,-72.9115,1,Diario del Norte,Subnational,"On 30 November 2023, in Riohacha (La Guajira), relatives of a woman victim of femicide protested to demand justice. They said that the perpetrator is about to get out of jail based on the expiration of legal deadlines. They demanded a change in the prosecutor leading the process.",0,crowd size=no report,1701732580
COL24677,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),,7,37,Civilian targeting,170,South America,Colombia,Cauca,Patia,,El Bordo,2.1157,-76.981,2,Monitor - OCHA Colombia,Other,"Around 30 November 2023 (as reported), between El Bordo and Mojarras corregimiento (Cauca), a man was shot and killed and his body was found with tied hands in the Estanquillo sector. There is no further information on the motives and perpetrators of the attack but the area is known for the presence of armed groups. 1 fatality.",1,,1701732580
COL24681,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,4.6411,-74.0857,1,El Espectador,National,"On 30 November 2023, in Bogota - Teusaquillo (Bogota, D.C.), around 100 people marched to the Ministry of Education. The motive behind the protest is unknown.",0,crowd size=around 100,1701732580
COL24683,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Venezuela),,7,37,Civilian targeting,170,South America,Colombia,Norte de Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),Subnational,"On 30 November 2023, in Cucuta - East (Norte de Santander), unidentified individuals shot and killed two Venezuelan men, father and son, in La Isla illegal crossing next to the border with Venezuela. The bodies were found the same day with their hands tied. The victims had left their house early in Urena (Venezuela) and had crossed the border to sell recycled material in Cucuta. There is no further information on the motives of the attack but there is presence of the ELN and the Tren de Aragua in the area. 2 fatalities.",2,,1701732580
COL24684,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Colombia),,3,Unidentified Armed Group (Colombia),Government of Colombia (2022-),3,33,,170,South America,Colombia,Norte de Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),Subnational,"On 30 November 2023, in Cucuta - West (Norte de Santander), unidentified armed individuals on a motorcycle opened fire on the car in which a contractor of the Norte de Santander Governor's Office was traveling, injuring him. The victim, who was armed, repelled the attack and injured one of the perpetrators. The motives of the attack are unknown but the area is known for the presence of armed groups. There were no fatalities.",0,,1701732580
COL24685,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia); CUT: Central Union of Workers,6,,,0,60,,170,South America,Colombia,Caldas,La Dorada,,La Dorada,5.4444,-74.6582,1,La Patria,Subnational,"On 30 November 2023, in La Dorada (Caldas), workers at the Mayor's Office, associated with CUT and municipal unions, protested to demand the payment of salaries and labor benefits owed to them. The protesters claimed that 175 employees are owed salaries by the municipal administration.",0,crowd size=no report,1701732580
COL24687,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Cauca,Miranda,,Miranda,3.2531,-76.2289,1,Sucesos Cauca,Subnational,"On 30 November 2023, in Miranda (Cauca), a group of resident blocked the access to the CEO electricity company to protest over electricity cuts that had lasted 18 hours. The company said that the blackout was caused by damages caused by unknown individuals to electricity infrastructure.",0,crowd size=no report,1701732580
COL24689,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Riohacha,,Riohacha,11.5288,-72.9115,1,Diario del Norte,Subnational,"On 30 November 2023, in Riohacha (La Guajira), more than 30 workers at the Puerto Brisa company affiliated with the Colombia Port Worker's Union protested outside the premises of the company against unjustified layoffs. They claimed that the layoffs were related to their union activism reporting on labor harassment and demanding the respect of their labor rights.",0,crowd size=more than 30,1701732580
COL24691,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia); Farmers (Colombia),7,37,Civilian targeting,170,South America,Colombia,Norte de Santander,Tibu,,Tibu,8.6395,-72.7359,2,INDEPAZ; La Opinion (Colombia),Other-Subnational,"On 30 November 2023, in the rural area of Tibu municipality (Norte de Santander), armed individuals shot and killed a farmer social leader in the Playa Rica vereda. There is no further information on the motives of the attack but there is presence of the ELN and FARC dissidents in the area. 1 fatality.",1,,1701732580
COL24694,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Gulf Clan,,3,FARC Dissident - 36th Front: Revolutionary Armed Forces of Colombia Dissident Faction (36th Front - Jair Aldana Baquero),,2,23,,170,South America,Colombia,Antioquia,Briceno,,Briceno,7.1149,-75.5481,2,Monitor - OCHA Colombia,Other,"On 30 November 2023, in the rural area of Briceno municipality (Antioquia), Gulf Clan members and 36 Front FARC dissidents clashed in the Robal and El Hoyo veredas. The clashed caused the displacement of 200 farmers (coded separately). Casualties unknown.",0,,1701732580
COL24695,30-Nov-23,2023,1,Strategic developments,Strategic developments,Other,Civilians (Colombia),Refugees/IDPs (Colombia); Farmers (Colombia),7,,,0,70,,170,South America,Colombia,Antioquia,Briceno,,Briceno,7.1149,-75.5481,2,Monitor - OCHA Colombia,Other,"Displacement: On 30 November 2023, in the rural area of Briceno municipality (Antioquia), 200 farmers were displaced due to clashes between the Gulf Clan and FARC dissidents in El Hoyo and El Robal veredas (coded separately).",0,,1701732580
CHI11229,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Chile),Labor Group (Chile),5,,,0,50,,152,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,Biobio Chile; El Mercurio (Chile); La Estrella de Iquique,Subnational-National,"On 30 November 2023, in Iquique (Tarapaca), stevedores at the Iquique Free-trade Zone (Zofri) belonging to five unions blocked access to its commercial area and set barricades on fire to demonstrate over the administrating company's (Zofri S.A.) unmet pledges to pay out bonuses three times a year, as well as to retiring workers.",0,crowd size=no report,1701732580
CHI11238,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Chile),UDI: Independent Democratic Union; Government of Chile (2022-),6,,,0,60,,152,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,1,La Estrella Arica,Subnational,"On 30 November 2023, in Arica (Arica y Parinacota), the leader of the UDI party (also a senator) joined local members of the campaign in favor of the latest constitutional proposal in a flag-waving protest (banderazo) outside the cathedral. The plebiscite on the proposal was set for 17 December.",0,crowd size=no report,1701732580
CHI11241,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,,152,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,La Estrella de Iquique,Subnational,"On 30 November 2023, in Iquique (Tarapaca), nurses at the Regional Hospital protested inside the establishment against the Health Service's decision to have matrons, instead of nurses, attend victims of sexual violence. Protesters marched along corridors and waved blue balloons.",0,crowd size=no report,1701732580
ARG14347,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Buenos Aires,La Plata,,La Plata,-34.9206,-57.9529,1,Diario El Dia,Subnational,"On 30 November 2023, in La Plata (Buenos Aires), family and friends of a music teacher prosecuted for abusing two minors demonstrated in front of the Court of Criminal Cassation to request his acquittal.",0,crowd size=no report,1701732580
ARG14348,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,Comuna 2,,Buenos Aires - Comuna 2,-34.588,-58.3976,1,Ultima Hora,Regional,"On 30 November 2023, in Buenos Aires - Comuna 2 (Comuna 2, Ciudad Autonoma de Buenos Aires), members of the Eran Ninas International Campaign group protested in front of the Paraguayan Embassy over the disappearance in 2020 of two girls (coded separately), daughters of two leaders of the Paraguayan People's Army (EPP), during a confrontation with the Joint Task Force (FTC) in Paraguay. The protesters also requested the release of the EPP leader and mother of the minors, whom they consider political prisoners.",0,crowd size=no report,1701732580
ARG14350,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,San Juan,Capital,,San Juan,-31.5347,-68.5303,1,Diario De Cuyo,Subnational,"On 30 November 2023, in San Juan (Capital, San Juan), family and friends of a man who died in a car accident protested in front of the Courts to demand justice. The protesters repudiated the holding of an abbreviated trial and claimed effective imprisonment for those accused of causing the accident.",0,crowd size=no report,1701732580
SLV4150,30-Nov-23,2023,1,Strategic developments,Strategic developments,Arrests,Police Forces of El Salvador (2019-),,1,B-18: Barrio-18,MS-13: Mara Salvatrucha,3,13,,222,Central America,El Salvador,Santa Ana,Santa Ana,,Santa Ana,13.9942,-89.5597,3,El Salvador.com,National,"On 30 November 2023, in Santa Ana department, Santa Ana, the police arrested at least 63 members of B-18: Barrio-18 and MS-13 for several crimes, including aggravated homicide, robbery, and extortion. The arrests were carried out in the municipalities of El Congo, Chalchuapa, Candelaria de La Frontera, Coatepeque, Metapan and Santa Ana.",0,,1701732580
SLV4151,30-Nov-23,2023,1,Strategic developments,Strategic developments,Other,Government of El Salvador (2019-),,1,,,0,10,,222,Central America,El Salvador,San Salvador,San Salvador,,San Salvador,13.6894,-89.1872,1,El Mundo (El Salvador); El Salvador.com,National,"Other: On 30 November 2023, in San Salvador, San Salvador, the Legislative Assembly granted a six-month leave of absence to the President, so that he may dedicate himself to the electoral campaign. In addition, they designated the President's private secretary as the person in charge to rule for the upcoming six-months.",0,,1701732580
SLV4155,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (El Salvador),,6,,,0,60,,222,Central America,El Salvador,San Salvador,San Salvador,,San Salvador,13.6894,-89.1872,1,Diario Co Latino; El Mundo (El Salvador),National,"On 30 November 2023, in San Salvador, San Salvador, more than 1,000 people and members of the Communities of Faith Organized in Action (COFOA) staged a protest in front of the Consumer Ombudsman's Office in the Historical Center demanding that the technical unit resolve the cases related to the lack of deed of their properties.",0,crowd size=more than 1000,1701732580
GTM8022,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Guatemala),Journalists (Guatemala),6,,,0,60,,320,Central America,Guatemala,Guatemala,Guatemala,,Guatemala City,14.6225,-90.5184,1,Prensa Comunitaria,National,"On 30 November 2023, in Guatemala City, Guatemala, journalists staged a protest at the seat of the Public Ministry on the occasion of the Day of the Journalists. Protesters argued that there have been against the setback of freedom of expression and freedom of the press.",0,crowd size=no report,1701732580
HTI5519,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Gang (Haiti),,3,Police Forces of Haiti (2017-),,1,13,,332,Caribbean,Haiti,Ouest,Leogane,Leogane,Mariani,18.5376,-72.6099,1,Alterpresse; Haiti Standard; Rezo Nodwes,National,"On 30 November 2023, in Mariani, Ouest, police forces clashed with gang members as they carried out an anti-gang operation between Gressier and Carrefour communes. During clashes, a police officer was killed and another one was injured. The corpse of the deceased was desecrated by the gangsters, who recorded the scene on video. 1 fatality, 1 injured.",1,,1701732581
HTI5522,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Vitelhomme Gang,,3,400 Mawozo Gang,,3,33,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince - Tabarre,18.5833,-72.2667,1,Le Nouvelliste; Radio Graphie,National,"On 30 November 2023, in Port-au-Prince - Tabarre, Ouest, there were armed clashes between members of the Vitelhomme Gang and members of the 400 Mawozo Gang in Torcelle. This clash is part of an ongoing fight between these two gangs after some Vitelhomme gang members joined the 400 Mawozo (coded separately). Casualties unknown.",0,,1701732581
HTI5534,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Haiti),,6,,,0,60,,332,Caribbean,Haiti,Sud-Est,Jacmel,Jacmel,Jacmel,18.2343,-72.5354,1,Le Nouvelliste,National,"On 30 November 2023, in Jacmel, Sud-Est, several tens of residents held a protest demanding the release of a Jacmel interim executive agent, who was arrested on 20 November for his possible involvement in the killing of former President Jovenel Moise.",0,crowd size=several tens,1701732581
HTI5538,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Haiti),,5,,,0,50,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince - Petionville,18.5132,-72.286,1,Le Nouvelliste,National,"On 30 November 2023, in Port-au-Prince - Petionville, Ouest, residents held a demonstration in Laboule 12 to decry the killing of young man by a military officer the day before (coded separately). Demonstrators burned tires on the road.",0,crowd size=no report,1701732581
HND9137,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Honduras),,3,Civilians (Honduras),,7,37,Civilian targeting,340,Central America,Honduras,Choluteca,Choluteca,Choluteca,Choluteca,13.3003,-87.1908,1,La Tribuna (Honduras),National,"Around 30 November 2023 (as reported), in Choluteca, Choluteca, two brothers were killed and their bodies, bound by arms, were thrown on a roadside from a moving vehicle. The police spokesperson, stated that neither of the victims had a criminal record, although they were suspected of be involved in criminal activities. The reason for the killing is unknown. 2 fatalities.",2,,1701732581
HND9151,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Honduras),,5,,,0,50,,340,Central America,Honduras,Cortes,San Pedro Sula,San Pedro Sula,San Pedro Sula,15.5042,-88.025,1,Proceso Digital,National,"On 30 November 2023, in San Pedro Sula, Cortes, members of various neighborhood councils burned tires in demonstration against deforestation in the El Merendon park.",0,crowd size=no report,1701732581
MEX81572,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mexico),,3,Police Forces of Mexico (2018-),,1,13,,484,North America,Mexico,Zacatecas,Fresnillo,,Fresnillo,23.1749,-102.8682,1,Milenio,National,"On 30 November 2023, in Fresnillo, Zacatecas, armed individuals ambushed the director of the municipal police around avenida Paseo del Mineral. The officers answered the attack and a clash ensued. Two police officers, including the director were killed. A passer by was also killed. Several police officers were injured. 3 fatalities.",3,,1701732581
MEX81579,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mexico),,3,Police Forces of Mexico (2018-) State Police,,1,13,,484,North America,Mexico,Guerrero,Leonardo Bravo,,Chichihualco,17.6608,-99.6773,1,El Sol de Acapulco,Subnational,"On 30 November 2023, in Chichihualco, Guerrero, there was an armed clash between the state police and armed individuals during a patrol. Three armed men were killed. 3 fatalities.",3,,1701732581
MEX81623,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,3,Civilians (Mexico),,7,37,Civilian targeting,484,North America,Mexico,Tabasco,Comalcalco,,Comalcalco,18.266,-93.225,1,Tabasco Hoy,Subnational,"On 30 November 2023, in Comalcalco, Tabasco, two people were shot and injured by armed men who escaped on two motorcycles in the city center.",0,,1701732581
MEX81624,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,3,Civilians (Mexico),,7,37,Civilian targeting,484,North America,Mexico,Sinaloa,Culiacan,,Culiacan Rosales,24.8088,-107.394,1,Noroeste,Subnational,"Around 30 November 2023 (as reported), in Culiacan Rosales, Sinaloa, a man was killed and the body was found wrapped in plastic around La Primavera dam. 1 fatality.",1,,1701732581
MEX81625,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,3,Civilians (Mexico),Government of Mexico (2018-),7,37,Civilian targeting,484,North America,Mexico,Baja California,Tijuana,,Tijuana,32.5325,-117.019,1,AFN - Tijuana,Subnational,"On 30 November 2023, in Tijuana, Baja California, a officer of the National Institute of Migration was beaten up and injured by four people with bamboo sticks in Colonia Terrazas del Valle.",0,,1701732581
MEX81626,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,3,Civilians (Mexico),,7,37,Civilian targeting,484,North America,Mexico,Baja California,Tijuana,,Tijuana,32.5325,-117.019,1,AFN - Tijuana,Subnational,"Around 30 November 2023 (as reported), in Tijuana, Baja California, two people were killed and their bodies were found in colonia Primer Ayuntamiento. One of the bodies was wrapped in a blanket and the other was inside a plastic bag. 2 fatalities.",2,,1701732581
MEX81659,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Gang (Mexico),,3,Civilians (Mexico),,7,37,Civilian targeting,484,North America,Mexico,Michoacan de Ocampo,Aquila,,Aquila,18.5991,-103.5048,1,MiMorelia,Subnational,"Around 30 November 2023 (as reported), in Aquila, Michoacan, a man was killed and his body was found with his hands tied up and signs of torture. 1 fatality.",1,,1701732581
MEX81660,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Gang (Mexico),,3,Civilians (Mexico),,7,37,Civilian targeting,484,North America,Mexico,Baja California,Ensenada,,Ensenada,31.8089,-116.5951,1,Zeta Tijuana,Subnational,"Around 30 November 2023 (as reported), in Ensenada, Baja California, a man was killed and the body was found with the hands tied up and covered with a blanket. 1 fatality.",1,,1701732581
MEX81661,30-Nov-23,2023,2,Political violence,Violence against civilians,Attack,Unidentified Gang (Mexico),,3,Civilians (Mexico),,7,37,Civilian targeting,484,North America,Mexico,San Luis Potosi,San Luis Potosi,,San Luis Potosi,22.1517,-100.977,1,Antena San Luis,Subnational,"Around 30 November 2023 (as reported), in San Luis Potosi, San Luis Potosi, a man was killed and his body was found with his hands tied up and a message in Colonia La Virgen. 1 fatality.",1,,1701732581
MEX81662,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Gang (Mexico),,3,Civilians (Mexico),Labor Group (Mexico),7,37,Civilian targeting,484,North America,Mexico,Puebla,Santiago Miahuatlan,,Santiago Miahuatlan,18.5498,-97.4395,1,Entorno Informativo,National,"On 30 November 2023, in Santiago Miahuatlan, Puebla, a man was shot and killed while driving by two armed men on a motorcycle in a drive-by in Colonia La Trinidad. The victim was a well-known businessman of the textile industry. 1 fatality.",1,,1701732581
MEX81675,30-Nov-23,2023,1,Political violence,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),5,Civilians (Mexico),,7,57,Civilian targeting,484,North America,Mexico,Hidalgo,Atotonilco de Tula,,Atotonilco de Tula,20.0078,-99.2202,1,El Sol de Hidalgo; La Silla Rota,Subnational-National,"On 30 November 2023, in Atotonilco de Tula, Hidalgo, a man was held, beaten up and injured by people after he was accused of being a thief in Colonia Vito.",0,crowd size=no report,1701732581
MEX81707,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),6,,,0,60,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,Milenio,National,"On 30 November 2023, in Chilpancingo de los Bravo, Guerrero, members of the State Union of Civil Protection Workers and members of the Heroic Fire Department held a protest in front of the municipal palace to demand that the municipal president consider them in the allocation of job vacancies.",0,crowd size=no report,1701732581
MEX81708,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),6,,,0,60,,484,North America,Mexico,Baja California Sur,La Paz,,La Paz,24.1487,-110.307,1,BCS Noticias,Subnational,"On 30 November 2023, in La Paz, Baja California Sur, workers from the Control, Command, Communication and Computing Center (C4) held a protest at the State Government facilities to demand a salary increase.",0,crowd size=no report,1701732581
MEX81709,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),6,,,0,60,,484,North America,Mexico,Nuevo Leon,Monterrey,,Monterrey,25.6647,-100.311,1,El Norte,Subnational,"On 30 November 2023, in Monterrey, Nuevo Leon, around 50 merchants blocked Avenida Pino Suarez in front of the Department of Commerce accusing the authorities of the City Council for not applying the same rules for all merchants. According to the protesters, they assured that they have granted permission to operate in the Center to other groups of merchants, while they encountered seizures by inspectors.",0,crowd size=around 50,1701732581
MEX81716,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),SNTSA: National Union of Health Ministry Workers; Labor Group (Mexico),6,,,0,60,,484,North America,Mexico,Guerrero,Acapulco de Juarez,,Acapulco de Juarez,16.8619,-99.8866,1,El Sol de Acapulco,Subnational,"On 30 November 2023, in Acapulco de Juarez, Guerrero, workers from the National Union of Health Workers (SNTSA) held a protest at the Hotel Copacabana to demand a response to authorize contingency loans for the debt owed by the Guerrero Health Secretariat. The protesters stated that they were also affected by the Otis hurricane.",0,crowd size=no report,1701732581
MEX81726,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),6,,,0,60,,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,Noroeste,National,"On 30 November 2023, in Ciudad de Mexico - Cuauhtemoc, Conalep teachers held a protest at the congress to demand salary improvements and denounce irregularities by the General Director of the educational institution.",0,crowd size=no report,1701732581
MEX81727,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),6,,,0,60,,484,North America,Mexico,Sinaloa,Culiacan,,Culiacan Rosales,24.8088,-107.394,1,Noroeste,Subnational,"On 30 November 2023, in Culiacan Rosales, Sinaloa, hundreds of Conalep teachers held a protest at the congress to demand salary improvements and denounce irregularities by the General Director of the educational institution.",0,crowd size=hundreds,1701732581
MEX81735,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico); CNTE: National Coordination of Education Workers,6,,,0,60,,484,North America,Mexico,Michoacan de Ocampo,Morelia,,Morelia,19.7034,-101.192,1,MiMorelia,Subnational,"On 30 November 2023, in Morelia, Michoacan, teachers of the National Coordination of Education Workers (CNTE) started a sit-in outside the central offices of the Ministry of Education of the State. The motive of the protest is unknown.",0,crowd size=no report,1701732581
MEX81739,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico); SNTE: National Union of Education Workers,6,,,0,60,,484,North America,Mexico,Morelos,Cuernavaca,,Cuernavaca,18.9218,-99.2349,1,Diario de Morelos,National,"On 30 November 2023, in Cuernavaca, Morelos, dozens of retired and state pensioners held a protest to demand from the State Congress a budget increase of 120 million pesos for the seniority bonus.",0,crowd size=dozens,1701732581
MEX81793,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,6,,,0,60,,484,North America,Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,1,El Universal (Mexico),National,"On 30 November 2023, in Hermosillo, Sonora, hundreds of people marched against the construction of railroad tracks in the Nogales-Imuris section. The protesters accused of an attack against the environment. The protest was in favor of the conservation and care of this Protected Natural Area of Sonora.",0,crowd size=hundreds,1701732581
MEX81794,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,6,,,0,60,,484,North America,Mexico,Yucatan,Merida,,Merida,20.9672,-89.6244,1,La Verdad,National,"On 30 November 2023, in Merida, Yucatan, a woman and her relatives held a protest outside the Commercial and Family Court to demand justice due to the dispossession of inherited properties. The protesters asked for her case to be re-open and investigated.",0,crowd size=no report,1701732581
